name,category,street,city,Website,phone_no,fb_address,contact_email
Luce's Gluten-Free Artisan Bread,Bakery,117 Industrial Road,"Berkeley Heights, NJ 07922",https://www.lucegfbread.com,1 201-725-8706,https://www.facebook.com/LucesGlutenFreeArtisanBread,breadshopnj@gmail.com
Lucita Patisserie,Bakery,,"Buenos Aires, Argentina",,,https://en-gb.facebook.com/lucitalibredegluten/,
M Raw,Restaurant,"M, Zig Zag Building
74 Victoria St
","London, UK SW1E 6SQ",https://mrestaurants.co.uk/victoria/,44 020 3327 7776,https://www.facebook.com/mrestaurants.london,victoriastenquiries@mrestaurants.co.uk
Made With Love Not Gluten,Bakery,"1021 W Main St
","Mount Joy, PA 17552
",http://www.madewithlovenotgluten.com,1 717-919-0921,https://www.facebook.com/MadeWithLoveNotGluten/,
Made's Banana Flour Bakery,Bakery,"Jl. Pantai Batu Bolong No.41
Canggu, Kuta Utara, Kabupaten","Badung, Bali, Indonesia 80361",https://www.madesbakery.com,62 821-4466-6001,https://www.facebook.com/madesbananaflourco/,madesbakery@gmail.com
Magic Mix Juicery,Cafe,"102 Fulton Street
","New York, NY 10038
",http://magicmixjuicery.com/,1 646-454-0680,,MMJ@magicmix.us
Mai Grano ,Bakery,"Via San Jacopo, 113
","Pisa, Italy 56123
",,39 050 550243,https://www.facebook.com/maigrano.it/,
Maisie Cafe,Cafe,"32 rue du Mont Thabor
","Paris, France 75001",http://www.maisiecafe.com/,33 1 40 39 99 16,https://www.facebook.com/maisiecafe/,contact@maisiecafe.com
Mama Eat,Cafe/Restaurant,"Via Borgo Pio n.28
","Rome, Italy 00193
",http://www.mamaeat.com/,39 06 4550 8771,https://www.facebook.com/MamaEatStreetFood/,info@mamaeat.it
Mama Resch's ,Bakery,12635 Metcalf Ave,"Overland Park, KS 66213",https://mamareschs.com/,1 913-213-5355,https://www.facebook.com/MamaReschs,
Mama's Cheese Bread Factory,Bakery,594 Federal Road,"Brookfield, CT 06804",http://www.mamascheesebread.com/,1 203-526-5759,,info@mamascheesebread.com
Manicaretti ,Restaurant,"60, rue de Paradis
","Paris, France 75010",,33 9 51 77 57 30,https://www.facebook.com/manicaretti.paris/,
Manna Dew,Bakery,169 Battersea High Street,"
London, UK SW11 3JS
",http://mannadew.co.uk/,44 7503 200020,https://www.facebook.com/mannadewlondon/,indulge@mannadew.co.uk
Marie Antoinette's ,Bakery/Cafe,316 St Joseph St,"Wathena, KS 66090",https://mariesglutenfree.com/,1 785-989-2366,https://www.facebook.com/mariesbakeshoppe/,
Marilyn's Gluten Free,Bakery,"1007 Mansell Road, Suite D","Roswell, GA 30076",http://marilynsglutenfree.com,1 770-587-5874,,
Mariposa,Bakery,"SF Ferry Building One, Suite 32
","San Francisco, CA 94111
",https://www.mariposabaking.com/,1 310-399-1764,https://www.facebook.com/MariposaBaking,patti@mariposabaking.com
Mariposa,Bakery,"5427 Telegraph Ave., Unit D3
","Oakland, CA 94609
",https://www.mariposabaking.com/,1 510-595-0955,https://www.facebook.com/MariposaBaking,patti@mariposabaking.com
Maui Brick Oven Pizza,Restaurant,"1215 S Kihei Rd, Ste D1","Kihei, HI 96753",http://mauibrickoven.com/,1 808-875-7896,https://www.facebook.com/mauibrickoven,
Maui Sugar Shop,Bakery,"878 Front St, Ste A10","Lahaina, HI 96761",http://www.mauisugarshop.com,1 808-662-0033,,
MEA Libera Tutti,Grocery Store,"Calle de la Racchetta, 3788
","Venice, Italy 30121",,39 041 521 0454,https://www.facebook.com/MEA-Libera-Tutti-151997314963984/,
Mehl’s Gluten-Free Bakery,Bakery,"1404 33rd St. S. Suite H.
","Fargo, ND
",http://www.mehlsbakery.com/,1 701-205-4174,https://www.facebook.com/MehlsFlour,mark.mehl@mehlsflour.com
Melinda's Gluten Free Bakery,Bakery,"1420 41st Ave., Ste B
","Capitola, CA 95010",http://www.melindasbakery.com,1 831-687-9098,https://www.facebook.com/Melindasglutenfree/,melindasgf@gmail.com
Messié Sin Gluten,Cafe/Restaurant,"Siracusa, 15","
Barcelona, Spain 08012",http://www.messiepizza.es/messie-sin-gluten/,34 931 19 56 05,https://www.facebook.com/messiesingluten,
Mitchel's Paleo Food Truck,Food Truck,Check website for schedule,"Antwerp, Belgium",http://paleofoodtruck.be,32 495 41 89 01,https://www.facebook.com/mitchelspaleofoodtruck/,mitchel@paleofoodtruck.be
Mixin' It Up,Bakery,106 2nd Ave N,"Sauk Rapids, MN 56379",http://mixinitup.org/index.html,1 320-259-7105,https://www.facebook.com/mixinitupglutenfreebakery/,"info@mixinitup.org
"
Mmm Coffee,Cafe,910 Santa Fe Dr. Studio 6,"
Denver, CO 80204",http://www.mmm-coffee.com/,1 720-881-1750,https://www.facebook.com/mmmPALEO,paleo@mmm-coffee.com
Mo'pweeze Bakery,Bakery,32 Broadway,"Denville, NJ 07834",https://www.mopweezebakery.com/Default.asp,1 973-664-7833,https://www.facebook.com/mopweeze/,
Molly's Gluten Free Bakery,Bakery,N47 W28270 Lynndale Rd. (Hwy JK),"Pewaukee, WI 53072",http://mollysglutenfreebakery.com,1 262-369-1404,https://www.facebook.com/mollysgf/,info@mollysglutenfreebakery.com
Mommi,Restaurant,44 - 48 Clapham High Street,"
London, UK SW4 7UR
",https://www.wearemommi.com/,44 20 3814 1818,https://www.facebook.com/wearemommi/,marketing@wearemommi.com
Morgana's Gluten Free Bakery,Bakery,9711 E. 63rd Street,"Raytown, MO 64133",http://www.morganaskc.com/,1 816-313-5113,https://www.facebook.com/morganasglutenfreebakery/,morgana@morganaskc.com
My Petite Factory,Cafe/Restaurant,17 rue neuve,"Lyon, France 69001",https://mypetitefactory.com/,33 4 78 80 54 56,https://www.facebook.com/mypetitefactory,
Nana Gluten Free,Cafe,España 984 ,"Rosario, Santa Fe, Argentina 2000",,54 341 605-3821,https://www.facebook.com/nanaglutenfree,
Napoleoni Gluten Free,Bakery,"Via Appia Nuova, 592","
Rome, Italy 00179
",http://www.napoleoniglutenfree.it/index.php/it/,39 06 780 4727,https://www.facebook.com/napoleoniglutenfree/,
Nature's Grocer,Bakery/Cafe,81 East St,"Vernon, CT 06066",http://naturesgrocervernon.com/,1 860-870-0020,https://www.facebook.com/NaturesGrocer/,info@naturesgrocers.com
New Beginnings Gluten Free Bakery,Bakery,10 W. Spring St,"New Hampton, IA 50659",https://www.newbeginningsbakery.com/,1 641-229-9734,https://www.facebook.com/NewBeginningsGlutenFreeBakery/,newbeginningsbakery@outlook.com
New Cascadia Traditional Bakery,Bakery,"1700 SE 6th Ave
","Portland, OR 97214
",http://www.newcascadiatraditional.com,1 503-546-4901,https://www.facebook.com/NewCascadiaTraditional,
New Dawn Bakery,Bakery,"1102 Lincoln Way
","Auburn, CA 95603
",http://newdawnbakery.com,1 530-563-6039,https://www.facebook.com/newdawnbakery/,
New Day Gluten Free,Cafe,7807 Clayton Rd.,"St. Louis, MO 63117",https://www.newdayglutenfree.com/,1 314-833-5180,https://www.facebook.com/newdayglutenfree/,"
lillie@newdayglutenfree.com"
New Freedom Gluten Free Bakery,Bakery,26 Short St,"Bendigo, Victoria, Australia 3550
",http://www.newfreedombakery.com.au/,61 3 5441 624,https://www.facebook.com/NewFreedomBakery,
New Generation Bakery,Bakery,219 South Union St,"Mora, MN 55051",http://www.newgenerationbakery.com/,1 320-67906855,https://www.facebook.com/New-Generation-Bakery-137584566665924/,info@rushcitybakery.com
New Grains Gluten Free,Bakery,1281 West 200 North,"Provo, UT 84601",https://www.newgrains.com/,1 877-977-6443,https://www.facebook.com/NewGrains/,
Niche,Restaurant,197-199 Rosebery Avenue,"London, UK EC1R 4TJ",https://www.nichefoodanddrink.com/,44 20 7837 5048,https://www.facebook.com/nichefoodanddrink/,
Niche,Bakery/Cafe,808 12th Ave,"Seattle, WA 98122",https://www.nicheseattle.com,1 206-999-2801,https://www.facebook.com/NICHEGF,nicheseattle@gmail.com
No Gluten Inc.,Bakery,1355 Rock Mountain Blvd,"Stone Mountain, GA 30083",https://www.nogluteninc.com,1 678-406-0003,,
No More Belly Aching,Bakery,10049 E Grand River Ave,"Brighton, MI 48116",http://www.nomorebellyaching.com/,1 810-225-9773,https://www.facebook.com/NMBAbakery/,customerservice@nomorebellyaching.com
Noglla,Bakery/Cafe,Heinrich-Zille Straße 43,"Wiesbaden, Germany 65201",https://www.noglla.de/,49 176 97580172,https://www.facebook.com/noglla.de/,
Noglu,Bakery,"1266 Madison Avenue
","New York, NY 10128",http://www.noglu.fr/en/new-york/bakery/,1 646-895-9798,https://www.facebook.com/nogluny/,nogluny@gmail.com
Noglu,Cafe,"16, passage des Panoramas
","Paris, France 75002 ",http://www.noglu.fr/,33 1 40 26 41 24,https://www.facebook.com/Noglu/,
NoGlu Sorrento,Bakery,Corso Italia 81/A ,"Piano di Sorrento, Italy 80063",http://www.noglusorrento.it/,39 081 1951 9583,https://www.facebook.com/noglusorrento/,
Nuflours,Bakery,"518 15th Ave E
","Seattle, WA 98112",https://www.nuflours.com,1 206-395-4623,https://www.facebook.com/Nuflours,customerservice@nuflours.com
Nutie,Bakery,13 Beattie Street,"Balmain, New South Wales 2041",http://www.nutie.com.au/,,https://www.facebook.com/wearenutie/,hello@nutie.com.au
Nutrition Republic,Cafe,1/100 King William Road ,"Goodwood, Australia 5034",http://www.nutritionrepublic.com.au/,61 08 8377 7551,https://www.facebook.com/nutritionrepublic,
Nutrition Republic,Cafe,"Plant 4, 1 Third Street
","Bowden, Australia 5007",http://www.nutritionrepublic.com.au/,61 08 82487062,https://www.facebook.com/nutritionrepublic,
Oceans & Earth,Restaurant,20305 Yorba Linda Blvd,"Yorba Linda, CA 92886",https://www.oceansandearthrestaurant.com/,1 714-970-7027,https://www.facebook.com/oceansandearth,Eat@OceansAndEarthRestaurant.com
Offbeet,Cafe/Restaurant,"Chesapeake Mill, Bridge Street","Wickham, UK PO17 5JH",http://www.offbeetfood.com/,44 01329 833731,https://www.facebook.com/cafemeon,
Officina 37,Restaurant,"Via Savona 93
","Milan, Italy 20144
",,39 02 4895 1430,https://www.facebook.com/ristoranteofficina37,
Okashi Sanda,"Cafe
","Calle San Vicente ferrer 22
","Madrid, Spain 28005
",https://www.okashisanda.com/,34 913 65 44 02,https://www.facebook.com/155184794522874,
Olive & Chili,Cafe,51 Rue York,"Ottawa, Ontario, Canada K1N 9B7",http://olivechili.com,1 613-789-7172,,
Olivia's Oven,Bakery,Call to place an order,"Kansas City, KS",http://www.oliviasoven.com/,1 913-208-4475,,
OM Sweet Home,Bakery,708 Anderson Ave.,"Cliffside Park, NJ 07010",https://om-sweethome.com/,1 201-943-2253,,
One Dish Cuisine,Bakery/Cafe,8001 Hillsborough Rd,"
Ellicott City, MD 21043",http://www.onedishcuisine.com,1 443-759-6344,https://www.facebook.com/onedishcuisine,
The Butcher's Wife,Restaurant,"19 Yong Siak Street
",Singapore 168650,http://www.thebutcherswifesg.com/,65 6221 9307,,
Origin Bakery,Bakery,713A Goldstream Ave,"Victoria, British Columbia, Canada V9B 2X4",http://www.originbakery.com/,1 250-590-8948,https://www.facebook.com/originbakery/,marion@originbakery.com
Origin Bakery,Bakery,1525 Pandora Ave,"Victoria, British Columbia, Canada V8R 6P9
",http://www.originbakery.com/,1 250-590-4149,https://www.facebook.com/originbakery/,marion@originbakery.com
Ouma’s Cottage & Gluten Free Bakery,Bakery,"Pre-order by phone or website
","Muskego, MI",http://www.oumascottage.com/,1 231-777-3732,https://www.facebook.com/OumasCottage/,oumascottage@gmail.com
Outside the Breadbox,Bakery,2027 West Colorado Ave,"Colorado Springs, CO 80904",http://www.outsidethebreadbox.com/,1 719-633-3434,,Sales@OutsideTheBreadbox.com
P.S. & Co,Cafe,"1706 Locust Street
","Philadelphia, PA 19103
",https://puresweets.com/,1 215-985 1706,,info@puresweets.com
Palaeo – Primal Gastronomi,Cafe/Restaurant,"Pilestræde 32, 1112 København K",Copenhagen Denmark,http://www.palaeo.dk/en/,45 31 49 31 24,,
Paleo Robbie ,Catering/Meal Delivery,website for details,"Bangkok, Thailand",https://paleorobbie.com,66 083-002-3607,https://www.facebook.com/PaleoRobbie/,
Paleoulicious,Cafe/Restaurant,"12, Jalan 7/36, Taman Sri Bintang,
Kepong 52100 Kepong, Wilayah Persekutuan","Kuala Lumpur, Malaysia",http://paleolicious.com.my/,60 12-688 9990,https://www.facebook.com/paleolicious.com.my/,
Pana Chocolate,Cafe/Restaurant,491 Church Street,"Richmond, Victoria, Australia 3121",http://www.panachocolate.com,61 13 0071 7488,https://www.facebook.com/panachocolate/,
Pandali,Bakery,"via di Torre Argentina, 3
","Rome, Italy 00186
",http://www.pandali.it/,39 06 6813 6731,https://www.facebook.com/Pandal%C3%AC-1512833819003511/,
Panne Rizo Gluten Free,Bakery,"1939 Cornwall Ave
","Vancouver, British Columbia, Canada V6J 1C8
",http://www.pannerizo.com/,1 604-736-0885,https://www.facebook.com/pannerizobakery/,
Pantry 15,Cafe,15/62 Grafton St ,"Cairns City, Queensland, Australia 4870",,61 7 4041 3885,https://www.facebook.com/pantry15cairns/,
Pastelería SinTrazas,Bakery,"sells at farmers market
","Escazú, Costa Rica ",,506 8832 0063,https://www.facebook.com/pasteleriasintrazas/,
Pasticceria Navotti,Bakery,"Via Giovanni Paisiello 7 (fronte 10)
","Milan, Italy 20131",http://www.pasticcerianavottisenzaglutine.com/,39 02 2940 1244,https://www.facebook.com/pasticceria.navotti.senzaglutine/,
Senza Glutine Pastepartout,Bakery,"via Cavalieri di Vittorio Veneto 28
","Rivoli, Italy 10098
",http://www.pastepartout.com/,39 333 979 5996,https://www.facebook.com/pastepartout.senzaglutine,"
info@pastepartout.com"
Pasticceria Rosa,Bakery,"Via Giulia 25
","Trieste, Italy 34126
",http://www.pasticceriarosa.info,39 040 573079,https://www.facebook.com/Pasticceria-Rosa-127095110808149,
Pasticelia,Bakery,"Carrer de París, numero 165
","Barcelona, Spain 08036
",http://www.pasticelia.com/en/,34 931 59 79 59,https://www.facebook.com/pasticelia,
Pâtisserie Petit Lapin,Bakery,342A Victoria Ave.,"Westmount, Québec, Canada H3Z 2M8",http://patisseriepetitlapin.com/en/,1 514-507-4077,https://www.facebook.com/PetitLapinMtl/,
Peace Pies,Cafe,4230 Voltaire Street,"San Diego, CA 92107",http://www.peacepies.com/,1 619-223-2880,,peacepies.contact@gmail.com
Peace Pies,Cafe,133 Daphne Street,"Encinitas, CA 92024
",http://www.peacepies.com/,1 760-479-0996,,peacepies.contact@gmail.com
Pearl & Groove Bakery,Bakery,"341 Portobello Road
","London, UK W10 5SA
",http://www.pearlandgroove.com/,44 0203 6013 316,,cakes@pearlandgroove.com
Petunia's Pies & Pastries,Bakery,610 SW 12th Ave ,"Portland,
 OR 97205",http://petuniaspiesandpastries.com,1 503-841-5961,https://www.facebook.com/PetuniasPiesandPastries,
Pica Pica,Cafe/Restaurant,"401 Valencia Street
","San Francisco, CA 94103",http://picapica.com/,1 415-400-5453,https://www.facebook.com/PicaPicaLOVE,info@picapica.com
Picnik,Cafe,"4801 Burnet Road
","Austin, TX 78756
",https://picnikaustin.com/pages/visit,1 737-226-0644,https://www.facebook.com/PicnikAustin/,press@picnikaustin.com
Plants,Cafe,"1F., No.10, Ln. 253
Sec. 1 Fuxing S. Rd. Da-an Dist.
","Taipei City 106, Taiwan
",https://www.plantseatery.com.tw,886 2 2784 5677,https://www.facebook.com/plantseatery/,
Plum Bakery,Bakery,179 Glenridge Ave.,"Montclair, NJ 07042",http://www.plumonpark.com,1 973-509-7586,https://www.facebook.com/plumbakerygf,
P?k the Raw Bar,Restaurant,"3699 McKinney Ave #306
","Dallas, TX 75204
",http://www.poktherawbar.com,1 214-484-1139,https://www.facebook.com/poktherawbar/,
Pomegranate,Restaurant,"8556 W 3rd St
","Los Angeles, CA 90048
",http://pomegranatela.com/,1 424-335-0506,,
Pomegranate on Main ,Restaurant,"618 S Main St
","Greenville, SC 29601
",http://www.pomegranateonmain.com,1 864-241-3012,,
Popo Jito,Restaurant,"46 Christie Place
","Scarsdale, NY 10583
",http://www.popojito.com/,1 914-713-8946,,
Posana Restaurant,Restaurant,"1 Biltmore Ave
","Asheville, NC 28801
",https://posanarestaurant.com,1 828-505-3969,https://www.facebook.com/posanarestaurant,
Posh Pop,Bakery,"192 Bleecker St.
","New York, NY 10012",https://poshpopbakeshop.com/,1 212-674-7674,https://www.facebook.com/PoshPopBakeshop/,
Powerplant Superfood Cafe,Cafe,"5671 W. Pico Blvd.
","Los Angeles, CA 90019
",http://www.powerplantsuperfoodcafe.com/,1 323-965-2233,,
Primal Kitchen,Cafe,1641 S. Rose Ave,"Oxnard, California 93033",http://www.primalkitchenrestaurants.com,1 888-774-6259,https://www.facebook.com/primalkitchenrestaurants,
Puglia Bakery,Bakery,"via oldofredi 25
","Milan, Italy 20124",https://pugliabakery.com/,39 02 3674 6132,https://www.facebook.com/PugliaB/,
Pumpkin Brown,Cafe,"16 Grassmarket
","Edinburgh, UK EH1 2JU
",http://www.pumpkinbrown.com/,44 131 629 1720,https://www.facebook.com/pumpkinbrownedinburgh,
Pure Gluten Free Bakery,Bakery,"150 Harris Gully Rd
","Warrandyte, Victoria, Australia 3113",https://pureglutenfreebakery.wordpress.com,61 3 9844 3464,https://www.facebook.com/pureglutenfreebakery,
Pure Gluten Free Bakery,Bakery,13 Follett Road,"Cheltenham, Victoria, Australia 3192",https://pureglutenfreebakery.wordpress.com,61 3 9583 1940,https://www.facebook.com/pureglutenfreebakery,
Pushkin's,Bakery,"1820 29th St
","Sacramento, CA 95816
",http://pushkinskitchen.com,1 916-376-7752,https://www.facebook.com/PushkinsBakery/,info@pushkinsbakery.com
Quesava ,Bakery,"products are now available in
 160+ stores in Canada","Vancouver, Canada",http://quesava.com,1 604-420-0832,https://www.facebook.com/quesava/,melita@quejos.com
Quiero Arepas,Food Truck,check website,"Denver, CO",http://quieroarepas.com/,0 720-432-4205,https://www.facebook.com/quieroarepas,
Quiero Arepas,Cafe,1859 S Pearl St,"Denver, CO 80210",http://quieroarepas.com/,1 720-432-4205,https://www.facebook.com/quieroarepas,
Quiero Arepas,Cafe,3200 Pecos St (Avanti),"Denver, CO 80211",http://quieroarepas.com/,1 720-432-4205,https://www.facebook.com/quieroarepas,
Raegamuffin’s Gluten Free Bakery,Bakery,1552 State Street,"Veazie, ME 04401",http://www.raegamuffins.com/,1 207-942-9400,,raegamuffins@gmail.com
Raw Trader,Cafe/Bakery,10 Sutherland Street,"Melbourne, Victoria, Australia 3000",https://www.rawtrader.com.au/,61 4 7869 2008,https://www.facebook.com/rawtrader14,info@rawtrader.com.au
Rawberri,Cafe,"8582 Santa Monica Blvd
","West Hollywood, CA 90069
",http://rawberri.com/,1 310-652-7010,,hello@rawberri.com
Rawlicious,Cafe,120 Dundas Street West,"Whitby, Ontario, Canada L1N 2L9",http://rawlicious.ca/canada/,1 905-493-7070,,info@rawlicious.ca
Rawlicious,Cafe,785 Bathurst Street,"Toronto, Ontario, Canada M5S 0B7 Phone: +1 416-519-7150",http://rawlicious.ca/canada/,1 416-519-7150,,info@rawlicious.ca
Rawlicious,Cafe,381 Cooper St,"Ottawa, Ontario, Canada K2P 0G8",http://rawlicious.ca/canada/,1 613-565-8030,,info@rawlicious.ca
Rawlicious,Cafe,116 Main Street North,"Markham, Ontario, Canada L3P 1Y1",http://rawlicious.ca/canada/,1 905-554-4729,,info@rawlicious.ca
Rawlicious,Cafe,8 Belmont Ave W,"Kitchener, Ontario, Canada N2M 1P2",http://rawlicious.ca/canada/,1 519-603-8281,,info@rawlicious.ca
Rawlicious,Cafe,1044 King Street West,"Hamilton, Ontario, Canada L8S 1L5",http://rawlicious.ca/canada/,1 289-389-9997,,info@rawlicious.ca
Real Food Kitchen,Cafe,"1/4 Park Ave Burleigh Heads         
","Gold Coast, Queensland, Australia 4220",https://www.realfoodkitchenburleigh.com.au,61 7 5659 1808,https://www.facebook.com/realfoodkitchenburleigh/,info@realfoodkitchenburleigh.com.au
Red Robyn,Cafe/Restaurant,393 Camberwell Rd,"Camberwell, Victoria, Australia 3124",http://redrobyn.com.au,61 3 9077 3763,https://www.facebook.com/redrobyncafe,redrobyncafe@gmail.com
RegCakes,Bakery ,748 CR 250N,"Pesotum, IL 61863",http://www.regcakes.com/,1 217-299-9457,https://www.facebook.com/RegCakesBakery/,Regina@RegCakes.com
Remixed Bakery,Bakery ,"(No Storefront - order for pickup) 5600 Wilshire Blvd.
","Los Angeles, CA
",http://www.remixedbakery.com/,1 323-591-0638 ,https://www.facebook.com/remixedbakery,info@remixedbakery.com
"Kafé-Kafó
",Cafe,Avenida 52A San Sebastián,"San José, Costa Rica 10105",http://kafe-kafo.com,506 8382 3370,,
Restaurante Café-Tal,Restaurant,Plaza Itskatzu Local 116,"San José, Costa Rica 320-1230",,506 2228 8171,https://www.facebook.com/pg/RestauranteCafeTal/about/?ref=page_internal,
Revolve True Food & Wine Bar,Restaurant,10024 Main St,"Bothell, WA 98011",http://revolvefoodwine.com,1 425-287-6420,https://www.facebook.com/revolvetruefoodwine/,info@revolvefoodwine.com
Rica Gluten Free,Bakery,Verdijeva 3b,"Rijeka, Croatia 51000",http://www.rica.hr/hr/rica-_-prvi-gluten-free-lokal-u-hrvatskoj/91/13,385 51 374 593,https://www.facebook.com/ricagf,info@rica.hr
Rise Gluten Free Bakery,Bakery,"2409 18th Street NW
","Washington, D.C. 20009",http://www.riseglutenfree.com/,1 202-525-5204,https://www.facebook.com/riseglutenfree/,info@riseglutenfree.com
Rise Authentic Baking Company,Bakery,"1220 Fulton Street West
","Grand Rapids, MI 49504
",http://www.risegrandrapids.com/,1 616-283-5226,https://www.facebook.com/riseauthenticbaking,nick@risegrandrapids.com
Rising Hearts Bakery,Bakery,"10836 1/2 Washington Blvd.
","Culver City, CA 90232
",http://www.risingheartsbakery.com/,1 310-815-1800,https://www.facebook.com/RisingHeartsBakery,info@RisingHeartsBakery.com 
Risotteria Melotti,Restaurant,"309 E 5th Street
","New York, NY 10003
",http://www.risotteriamelottinyc.com,1 646-755-8939,https://www.facebook.com/RisotteriaMelottiNYC,nyc@risotteriamelotti.com
Ristorante Quinoa,Restaurant,"Vicolo di Santa Maria Maggiore, 1
","Florence, Italy 50123
",http://www.ristorantequinoa.it,39 055 290876,https://www.facebook.com/ristorantequinoa/,info@ristorantequinoa.it
Ristorante Sanafollia,Restaurant,"Via Bacchini 23
","Fidenza, Italy 43036",,39 334 130 0603,https://www.facebook.com/Ristorante-Sanafollia-Gluten-Free-274627049386507/,
Riz on Yonge,Restaurant,"3321 Yonge Street
","Toronto, Ontario, Canada M4N 2L9",http://www.rizonyonge.com,1 416-322-6789,,
Rough and Bare,Cafe,1/1 Bungan Lane,"Mona Vale, New South Wales, Australia 2103",https://www.roughandbare.com.au,61 02 9999 1950,https://www.facebook.com/roughandbare/,
Rough and Bare,Cafe,3/9 Albany Street,"St Leonards New South Wales, Australia 2065",https://www.roughandbare.com.au,61 02 9437 9102,https://www.facebook.com/roughandbare/,
Ruca Umel,Bakery,"Avenida de los Pioneros 
4962-Local 1","Bariloche, Argentina 8400",,54 294 445-8888,https://www.facebook.com/ruca.umel/,
Rumi's Passion,Bakery,41116 5 Mile Rd,"Plymouth, MI 48170",http://www.rumispassion.com/,1 734-335-7145,,rumisgfbakery@gmail.com
Saba Ethiopian,Cafe/Restaurant,328 Brunswick St,"Fitzroy, Victoria, Australia 3065",http://sabasethiopianrestaurant.com/,61 3 8589 0442,https://www.facebook.com/SabasEthiopianRestaurant/,"	team@sabasethiopianrestaurant.com"
Sally's Gluten Free,Bakery,"5920 Roswell Road, Suite 108A ","Sandy
 Springs, GA 30328",http://www.sallysglutenfreebakery.com/,1 404-847-0211,https://www.facebook.com/SallysGlutenFreeBakeryAlpharetta/,sallysglutenfreebakery@gmail.com
Sally's Gluten Free,Bakery,"4390 Kimball Bridge Road, Suite B2","Alpharetta, Georgia 30022",http://www.sallysglutenfreebakery.com/,1 470-226-7965,https://www.facebook.com/SallysGlutenFreeBakeryAlpharetta/,sallysglutenfreebakery@gmail.com
Samuel Pepy's Cafe,Cafe,"23 Yorktown Square Launceston
","Tasmania, Australia 7250",,61 3 6334 2583,https://www.facebook.com/samuelpepyscafe/,
Sana Locura Gluten Free Bakery,Bakery,"C/ General Oraa, 49
","Madrid, Spain",http://www.sanalocura.es/,34 917 29 57 47,https://www.facebook.com/sana.locura.gluten.free.bakery/,
Sans de blé,Bakery,"Via Gabriello Chiabrera 58/c
","Rome, Italy 00145",http://www.sansdeble.it/#3,39 06 6465 0277,https://www.facebook.com/sansdeble/,
Sans Gluten Artisan Bakery,Bakery,39 Greenville Avenue,"Johnston, RI 02919",http://www.sansglutenbakery.com/,1 401-437-6735,https://www.facebook.com/Sansglutenartisanbakery,sansgluten@yahoo.com
Santeez Cafe,Cafe,"93 Kerikeri Road
","Kerikeri, New Zealand 0230
",,64 9-407 1185,https://www.facebook.com/santeezcafeaglutenfree/,
Sara Bella's Gluten Free,Bakery/Cafe,101-8705 Young Rd,"Chilliwack, British Columbia, Canada V2P 4P3",http://sarabellasgf.com,1 604-392-3378,https://www.facebook.com/sarabellasglutenfree/,katherine@sarabellasgf.com
Saratoga Gluten Free,Bakery,"176 Broad Street
","Schuylerville, NY 12871",,1 518-695-6565,https://www.facebook.com/SaratogaGlutenFreeGoods/,
Sassy Spoon,Cafe,5011 34th Ave. S,"Minneapolis, MN 55417",http://www.sassyspoonmpls.com/,1 612-886-1793,https://www.facebook.com/SassySpoonMpls/,info@sassyspoonmpls.com
Scopello,Bakery,Moore Park Foodies & Farmers Market      ,"Sydney, Australia",https://www.scopello.com.au,61 411 111 111   ,,
Seedling Cafe,Cafe/Restaurant,275 Flinders Ln,"Melbourne, Victoria, Australia 3000",http://www.seedlingcafe.com.au/contact-us.php,61 0450 190 365,https://www.facebook.com/seedlingcafeau/,seedlingcafeau@gmail.com
Seedling Cafe,Cafe/Restaurant,349 Little Collins,"Melbourne, Victoria, Australia 3000
",http://www.seedlingcafe.com.au/contact-us.php,61 0450 190 365,https://www.facebook.com/seedlingcafeau/,seedlingcafeau@gmail.com
Sensitive Sweets,Bakery,17431 Brookhurst St,"Fountain Valley, CA 92708",http://www.sensitivesweets.com,1 714-968-9169,https://www.facebook.com/SensitiveSweets-119303238084350/?ref=ts,
Senza Gluten,Restaurant,"206 Sullivan St
","New York, NY 10012
",http://senzaglutennyc.com/,1 212-475-7775,https://www.facebook.com/SenzaGlutenNYC,info@senzaglutennyc.com
Seoul Spice,Restaurant,"145 N St NE #400
","Washington, DC 20002
",http://www.seoulspice.com/,1 202-792-8879,https://www.facebook.com/seoulspice/,
Serendpity Cafe,Cafe,664 Main St,"Dunedin, FL 34698",http://myserendipitycafe.com,1 727-483-9233,https://www.facebook.com/SerendipityCafe?ref=ts&fref=ts,
Shana Cake,Bakery,435 S Kansas Ave,"Topeka, KS 66603",https://shanacake.com/,1 785-408-1272,https://www.facebook.com/shanacaketopeka/,kelly@shanacake.com
Shana Cake,Bakery,914 Massachusetts St,"Lawrence, KS 66044",https://shanacake.com/,1 785-551-7211,https://www.facebook.com/shanacaketopeka/,kelly@shanacake.com
Sherry Lynn's Gluten Free Bakery,Bakery,"1760 State Street
","Schenectady, NY 12304",http://www.sherrylynnsglutenfree.net,1 518-344-6464,,
Shine Restaurant and Potion Bar,Restaurant,2480 Canyon Blvd0,"
Boulder, CO 80302
",http://www.shineboulder.com,1 303-449-012,https://www.facebook.com/ShineBoulder,jessica@shineboulder.com
Shojin,Restaurant,"12406 Washington Blvd.
","Culver City, CA 90066
",http://www.theshojin.com/,1 760-432-6100,,
Sift Gluten Free,Bakery,4557 Bloomington Ave.,"Minneapolis, MN 55407",http://siftglutenfree.com/,1 612-503-530,,yummy@siftglutenfree.com
