name,category,city,Website,phone_no,fb_address,contact_email,lat,lng,map_id
Grezzo Raw Chocolate,Bakery,Via Urbana 130,https://grezzorawchocolate.com/,39 06 483443,,,,,
Guyot ,Restaurant,via Arnaldo da Brescia 3,http://www.tavernaguyot.com/,39 02 8723 7103,https://www.facebook.com/Guyot-105030999563856/?ref=hl,,,,
HaleLife Bakery,Bakery,3350 Ulmerton Rd. Suite 13,https://www.halelifebakery.com,1 727-265-3372,https://www.facebook.com/HaleLifeBakery/,contact@halelifebakery.com,,,
Hannah's Gluten Free Bakery,Bakery,"1830 Range Drive, Suite #102",http://www.hannahsglutenfreebakery.com/,1 469-708-9864,https://www.facebook.com/HannahsGlutenFreeBakery,,,,
Hannah's Gluten Free Bakery,Bakery,"1010 S. Pearl Expressway
(Dallas Farmers Market - Weekend Pop Up Shop)",http://www.hannahsglutenfreebakery.com/,1 469-708-9864,https://www.facebook.com/HannahsGlutenFreeBakery,,,,
Happy Bellies Bake Shop,Bakery,2107 N Richmond St,http://happybelliesbakeshop.com/,1 920-730-2253,https://www.facebook.com/happybellies,rebecca@happybelliesbakeshop.com,,,
Harlow,Restaurant,3632 SE Hawthorne Blvd,http://www.harlowpdx.com/,1 971-255-0138,https://www.facebook.com/HarlowRestaurant,info@harlowpdx.com,,,
Harmony Bakery,Bakery,3446 Chestnut Ave.,http://harmonybakery.net/,1 410-235-3870,https://www.facebook.com/Harmony-Bakery-930875086955009/,,,,
Haven on Earth Bakery,Bakery,10855 Double R Blvd,http://www.havenonearthbakery.com/,1 775-284-4200,https://www.facebook.com/havenonearthbakery,,,,
Hawk Hallow,Bakery,15101 Chandler Rd,https://sites.google.com/site/lansinghawkhollowsimplyfree/,1 517-641-4295,,simplyfree@hawkhollow.com,,,
Healthy Creations,Cafe,"376 N El Camino Real
",WWW.HEALTHYCREATIONSCAFE.COM,1 760-479-0500,,lily@healthycreationscafe.com,,,
Healthy Creations Inc.,Bakery,333 Dougall Square ,http://www.healthy-creations.com/,1 226-773-7881,https://www.facebook.com/HealthyCreationsInc/,bakery@healthy-creations.com,,,
Healthy Creations Inc.,Bakery,502 Springbank Drive,http://www.healthy-creations.com/,1 519-472-0111,https://www.facebook.com/HealthyCreationsInc/,bakery@healthy-creations.com,,,
Healthy Creations Inc.,Bakery,33 Amy Croft Dr.,http://www.healthy-creations.com/,1 519-735-0090,https://www.facebook.com/HealthyCreationsInc/,bakery@healthy-creations.com,,,
Heart of the City Bakery,Bakery,"235 N Main Ave
",http://www.heartofthecitybakery.com/,1 605-929-9542,https://www.facebook.com/heartofthecitybakery/,orders@heartofthecitysf.com,,,
Heaven Restaurant,Restaurant,#119 1013 17th Ave SW,https://heavengf.com,1 403-249-3037,https://www.facebook.com/heavenyyc/,heavenartisancuisine@gmail.com,,,
Hello Dinner,"Catering/Meal Delivery
",12646 West Fairview Avenue,http://www.hellodinner.com,1 208-412-0752,,,,,
Helmut Newcake,Bakery,"28 rue Vignon
",http://www.helmutnewcake.com/,33 9 81 31 28 31,https://www.facebook.com/Helmut-Newcake-255981944449043/,contact@helmutnewcake.com,,,
Hemsley + Hemsley,Cafe,400 Oxford Street (Bond St Tube),http://www.hemsleyandhemsley.com/,44 020 7318 3170,https://www.facebook.com/HemsleyHemsley,,,,
Hi-Vibe,Cafe,160 W Kinzie,http://www.hi-vibe.com/,1 312-724-8423,https://www.facebook.com/HiVibeChicago/,holler@hi-vibe.com,,,
Hillbilly Gluten Free Bake Shop and Icecream and Creamery,Bakery,153 N Main St,,1 336-719-1688,https://www.facebook.com/Hillbilly-Gluten-Free-Bake-Shop-and-Creamery-1466236020290279/,,,,
Honesto Gluten Free,Bakery,"R. Estados Unidos, 43",http://www.honestoglutenfree.com/,55 31 3267 2423,,vendas@honestoglutenfree.com,,,
Honey Hi,Cafe,1620 W Sunset Blvd,http://honeyhi.co,1 213-221-7810,,hi@honeyhi.co,,,
House of Manchester,Restaurant,2256 Losee Rd. Suite E,http://houseofmanchester.com/,1 702-900-4466,,BlueMahoeLV@gmail.com,,,
Hu Kitchen,Cafe/Restaurant,78 5th Ave,https://hukitchen.com/,1 917-962-0375,https://www.facebook.com/HuKitchen,,,,
I Heart Muffins Bakery,Bakery,"181 W. Harwood Rd.
",http://www.iheartmuffinsbakery.com/,1 817-280-0533,https://www.facebook.com/IHeartMuffinsBakery/,IHeartMuffinsBakery@yahoo.com,,,
I Love My GFF,Food Truck,check website,http://www.ilovemygff.com,,https://www.facebook.com/ilovemygff/,andrea@ilovemygff.com,,,
Il Trifoglio,Restaurant,"Via Piano, 24",,39 081 879 2138,https://www.facebook.com/Ristorante-Pizzeria-IL-TRIFOGLIO-114464765269790/?fref=ts,,,,
Inday Restaurant,Restaurant,1133 Broadway,http://indaynyc.com,1 917-521-5012,https://www.facebook.com/indaynyc/,,,,
Invita,Bakery/Cafe,"18 rue d?Aubuisson
",https://www.invitafreshfood.com/accueil,33 5 34 66 86 57,https://www.facebook.com/Invitafreshfood/,,,,
Isabella Glutenfreie P?tisserie,Bakery,Arnulfstraˇe 4,https://www.isabella-patisserie.de,49 0211 95599414,https://www.facebook.com/isabella.glutenfreie.patisserie/,,,,
Isaura Bakery,Bakery,204 Diamond Bridge Ave,http://www.ibglutenfree.com/,1 973-304 4500,,,,,
Island Gluten Free Bakery,Bakery,1880 Stickney Point Rd,http://www.islandgfbakery.com/,1 941-923-0200,https://www.facebook.com/pages/Stellar-Gluten-Free/174859092669778,islandgfbakery@gmail.com,,,
Italia In Tavola Glutenfree,Restaurant,Chauss?e de Waterloo 790,,32 486 06 38 57,https://www.facebook.com/ItaliaInTavolaGlutenFree,,,,
Izzi B's,Bakery,22 Knight Street,http://www.ibcakes.com,1 203-810-4378,,ordering@ibcakes.com,,,
Jansana,Bakery,"Balmes, 106",http://www.glutenfree.cat/,34 931 70 07 14,https://www.facebook.com/PastisseriaJansana/,,,,
Jadon Foods,Bakery,"4343 N. Rancho Dr, Suite 120",http://www.jadonfoods.com/,1 702-395-0249,,jadonfoods@jadonfoods.com,,,
Jewel's Bakery,Bakery,"4041 E Thomas Rd
",http://www.jewelsbakeryandcafe.com/,1 602-714-5243,https://www.facebook.com/JewelsCupcakeShop,info@jewelsbakeryandcafe.com,,,
Jo Jo's Gluten Free Goodies,Bakery,995 Kernot Loch Road,,"
61 404 605 086",https://www.facebook.com/Jo-Jos-Gluten-Free-Goodies-1446967141999887/,,,,
Joey's Home Bakery Gluten Free,Bakery/Cafe,1532 SW 8th St,http://www.joeyshomebakeryglutenfree.com/,1 561-292-4004,https://www.facebook.com/JoeysHomeBakeryGlutenFree/,joey@joeyshomebakeryglutenfree.com,,,
Joy and Sweets,Bakery,"10818A Jefferson Blvd
",http://www.joyandsweets.com/,1 310-730-5362,,Amanda@joyandsweets.com,,,
JP's Pastry,Bakery,"111 S Railroad St
",http://jpspastry.com/,1 919-894-5000,,,,,
Julie's Gluten Free Bakery,Bakery,6686 Wiltshire Street,,1 604-846-3223,https://www.facebook.com/julies.gluten.free.baking/,,,,
Junior Baker,Bakery,165 Lochiel Street,https://juniorbakersarnia.com,1 519-336-0440,,juniorbaker@cogeco.ca,,,
Jurassic Cart,Food Truck,5205 SE Foster Rd ,http://www.jurassiccart.com,1 971-413-3226,https://www.facebook.com/jurassiccart,jurassiccart@gmail.com,,,
Just Be Kitchen,Cafe/Restaurant,2364 15th St,http://justbekitchen.com/,1 303-284-6652,https://www.facebook.com/justbekitchen/,justbeyou@justbekitchen.com/hello@proofpr.net,,,
Jute B?ckerei ,Bakery,"Sch?nhauser Allee 52a
",http://www.xn--jute-bckerei-lcb.de/,49 30 68006558,https://www.facebook.com/jutebaeckerei/,,,,
Kara Lynn's ,Restaurant,421 Cleveland St,https://karalynnskitchen.com/,1 727-447-2536,https://www.facebook.com/karalynnskitchen/,,,,
Karma Baker,Bakery,1145 Lindero Canyon Rd Suite D3 ,https://karmabaker.com,1 747-222-7379,,,,,
Kathy's Creations Bakery,Bakery,2010 Crestview Avenue,http://www.kathyscreationsbakery.com/,1 330-821-8181,,info@kathyscreationsbakery.com,,,
Kim & Jake's,Bakery,"641 S Broadway St
",https://kimandjakes.com,1 303-499-9126,https://www.facebook.com/Kim-and-Jakes-Cakes-164154820669/,info@kimandjakes.com,,,
Kippy's,Ice Cream/Gelato,245 Main Street #3D,https://www.kippysicecream.com/,1 424-387-8765,https://www.facebook.com/145802162283590,kippy@kippysicecream.com,,,
Kippy's Coco-Cream,Ice Cream/Gelato,2-6-3 Sendagaya Shibuya-ku,http://kippyscococream.com/,81 03-6758-0620,,,,,
Kirari West,Bakery,"707 N Pacific Coast Hwy
",https://www.kirariwest.com,1 310-376-5313,https://www.facebook.com/kirariwest/,hiro@kirariwest.com ,,,
Kitava,Cafe,"2011 Mission Street
",https://www.kitava.com/,1 415-780-1661,https://www.facebook.com/kitavakitchen/,info@kitava.com,,,
Kivi Paber K??rid,Restaurant,Telliskivi 60a C4,http://kivipaber.ee,372 600 3626,https://www.facebook.com/kivipaberkaarid/,Liisi@kivipaber.ee,,,
Kizbee?s Kitchen,Bakery,734 W White Horse Pike,,1 609-553-3383,https://www.facebook.com/KizbeesKitchen,,,,
Kleine Shoppe,Bakery,3027 Notre Dame West,,1 514-379-1253,https://www.facebook.com/kleineshoppe/,,,,
Kombuchi Brewing Co,Cafe,"Jalan Raya Batu Mejan No.73
",http://www.kombuchibrewingco.com,62 812-8742-8918,,kristierifkin@gmail.com,,,
Kopi Cream,Cafe,"16 rue Daval
",,33 6 30 39 79 54,https://www.facebook.com/kopicreamcoffee/,,,,
Kupfert & Kim,Cafe,2313 Yonge Street ,http://www.kupfertandkim.com/#kupfertandkim,,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,100 Bloor Street West,http://www.kupfertandkim.com/#kupfertandkim,1 416-925-1222,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,140 Spadina Avenue,http://www.kupfertandkim.com/#kupfertandkim,1 416-504-2206,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,"First Canadian Place, 100 King Street West",http://www.kupfertandkim.com/#kupfertandkim,1 416-504-1233,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,"Brookfield Place, 181 Bay Street ",http://www.kupfertandkim.com/#kupfertandkim,1 416-601-1333,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,Waterpark Place 20 Bay Street,http://www.kupfertandkim.com/#kupfertandkim,1 416-360-5555,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,"Metro Centre, 200 Wellington Street West ",http://www.kupfertandkim.com/#kupfertandkim,1 416-340-7445,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,150 King Street West,http://www.kupfertandkim.com/#kupfertandkim,1 416-260-7777,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,417 Rue Notre-Dame Ouest,http://www.kupfertandkim.com/#kupfertandkim,1 514-840-3614,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kupfert & Kim,Cafe,733 Rue Cathcart,http://www.kupfertandkim.com/#kupfertandkim,,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com,,,
Kye's,Cafe,1518 Montana Ave,http://www.kyesmontana.com,1 310-395-5937,https://www.facebook.com/KyesMontana?ref=br_tf,jeanne@kyesmontana.com,,,
Kyra's Bake Shop,Bakery,"599 A Avenue
",https://www.kyrasbakeshop.com,1 503-212-2979,https://www.facebook.com/kyrasbakeshop,info@kyrasbakeshop.com,,,
L'Eden Libre De Gluten Strasbourg,Bakery,"15 place du temple neuf
",,33 3 90 41 74 95,https://www.facebook.com/edenstrasbourg/,,,,
La Alacena,Bakery/Cafe,,,506 2208 8740,https://www.facebook.com/LaAlacenaGF/,vivianber@gmail.com,,,
La Casolana Gluten Free,Restaurant,"M?sicos del chaco 7344
 c/ Mecònicos de aviaci?n
",,595 984 335075,https://www.facebook.com/pg/lacasolana/about/,,,,
La Coutinelle,Bakery,"25 rue de l?universit?
",http://www.lacoutinelle.fr/,33 4 67 60 95 41,https://www.facebook.com/LaCoutinelleMontpellier,,,,
La Taguara,Cafe/Restaurant,"Carrer Rec, 10, bajos, El Born.",http://www.lataguara.es/en/,34 932 68 15 72,https://www.facebook.com/lataguara/,,,,
La Tortilleria,Restaurant,72 Stubbs Street,http://latortilleria.com.au,61 13 0055 6084,https://www.facebook.com/latortilleriaau,marketing@latortilleria.com.au,,,
Les Gasteliers,Restaurant,123 rue de S?ze,,33 4 78 24 87 11,https://www.facebook.com/Lesgasteliers/?hc_ref=SEARCH&fref=nf,,,,
Le Botaniste NY,Restaurant,833 Lexington Ave,http://lebotaniste.us,1 917-262-0766,,,,,
Le Marquis,Bakery,"367, Rue De Castelnau East",https://boulangerielemarquis.ca/en/,1 514-278-7047,,,,,
Le point sans g,Cafe/Restaurant,6680 Papineau,,1 514-641-7768,https://www.facebook.com/lepointsansg/,,,,
Leggero,Cafe/Restaurant,64 Old Compton Street,http://www.leggero-london.com/,44 20 7434 3617,https://www.facebook.com/LEGGEROlondon/,info@leggero-london.com ,,,
Lemonade Gluten Free Bakery,Bakery,"3385 Cambie St.
",http://www.lemonadebakery.ca,1 604-873-9993,,info@lemonadebakery.ca,,,
Liberated Baking,Bakery,16100 SE 82nd Drive,http://www.liberatedbaking.com,1 503-545-9797,https://www.facebook.com/LiberatedBaking/,,,,
Lifehouse Tonics,Cafe,"10250 Santa Monica Blvd
",https://www.lifehousetonics.com/,1 424-274-3386,,,,,
Lifehouse Tonics,Cafe,7515 Sunset Blvd,https://www.lifehousetonics.com/,1 323-378-5691,,,,,
Lilac Patisserie ,Bakery,"1017 State St
",http://lilacpatisserie.com/,1 805-845-7400,https://www.facebook.com/lilacpatisserie,info@lilacpatisserie.com,,,
Little Gem,"Cafe/Restaurant
",400 Grove St,http://www.littlegem.restaurant,1 415-914-0501,https://www.facebook.com/littlegem.restaurant,info@littlegem.restaurant,,,
Live Organic Food,Cafe,264 Dupont St,https://liveorganicfood.ca/,1 416-515-2002,https://www.facebook.com/LiveOrganicFood/,orders@liveorganicfood.ca,,,
Louise Sans Gluten,Bakery,"475 Avenue Dumont, Suite 109",http://louisesansgluten.com/,1 514 631-3434,https://www.facebook.com/louisesansgluten/,info@louisesansgluten.com,,,
Luce's Gluten-Free Artisan Bread,Bakery,117 Industrial Road,https://www.lucegfbread.com,1 201-725-8706,https://www.facebook.com/LucesGlutenFreeArtisanBread,breadshopnj@gmail.com,,,
Lucita Patisserie,Bakery,,,,https://en-gb.facebook.com/lucitalibredegluten/,,,,
M Raw,Restaurant,"M, Zig Zag Building
74 Victoria St
",https://mrestaurants.co.uk/victoria/,44 020 3327 7776,https://www.facebook.com/mrestaurants.london,victoriastenquiries@mrestaurants.co.uk,,,
Made With Love Not Gluten,Bakery,"1021 W Main St
",http://www.madewithlovenotgluten.com,1 717-919-0921,https://www.facebook.com/MadeWithLoveNotGluten/,,,,
Made's Banana Flour Bakery,Bakery,"Jl. Pantai Batu Bolong No.41
Canggu, Kuta Utara, Kabupaten",https://www.madesbakery.com,62 821-4466-6001,https://www.facebook.com/madesbananaflourco/,madesbakery@gmail.com,,,
Magic Mix Juicery,Cafe,"102 Fulton Street
",http://magicmixjuicery.com/,1 646-454-0680,,MMJ@magicmix.us,,,
Mai Grano ,Bakery,"Via San Jacopo, 113
",,39 050 550243,https://www.facebook.com/maigrano.it/,,,,
Maisie Cafe,Cafe,"32 rue du Mont Thabor
",http://www.maisiecafe.com/,33 1 40 39 99 16,https://www.facebook.com/maisiecafe/,contact@maisiecafe.com,,,
Mama Eat,Cafe/Restaurant,"Via Borgo Pio n.28
",http://www.mamaeat.com/,39 06 4550 8771,https://www.facebook.com/MamaEatStreetFood/,info@mamaeat.it,,,
Mama Resch's ,Bakery,12635 Metcalf Ave,https://mamareschs.com/,1 913-213-5355,https://www.facebook.com/MamaReschs,,,,
Mama's Cheese Bread Factory,Bakery,594 Federal Road,http://www.mamascheesebread.com/,1 203-526-5759,,info@mamascheesebread.com,,,
Manicaretti ,Restaurant,"60, rue de Paradis
",,33 9 51 77 57 30,https://www.facebook.com/manicaretti.paris/,,,,
Manna Dew,Bakery,169 Battersea High Street,http://mannadew.co.uk/,44 7503 200020,https://www.facebook.com/mannadewlondon/,indulge@mannadew.co.uk,,,
Marie Antoinette's ,Bakery/Cafe,316 St Joseph St,https://mariesglutenfree.com/,1 785-989-2366,https://www.facebook.com/mariesbakeshoppe/,,,,
Marilyn's Gluten Free,Bakery,"1007 Mansell Road, Suite D",http://marilynsglutenfree.com,1 770-587-5874,,,,,
Mariposa,Bakery,"SF Ferry Building One, Suite 32
",https://www.mariposabaking.com/,1 310-399-1764,https://www.facebook.com/MariposaBaking,patti@mariposabaking.com,,,
Mariposa,Bakery,"5427 Telegraph Ave., Unit D3
",https://www.mariposabaking.com/,1 510-595-0955,https://www.facebook.com/MariposaBaking,patti@mariposabaking.com,,,
Maui Brick Oven Pizza,Restaurant,"1215 S Kihei Rd, Ste D1",http://mauibrickoven.com/,1 808-875-7896,https://www.facebook.com/mauibrickoven,,,,
Maui Sugar Shop,Bakery,"878 Front St, Ste A10",http://www.mauisugarshop.com,1 808-662-0033,,,,,
MEA Libera Tutti,Grocery Store,"Calle de la Racchetta, 3788
",,39 041 521 0454,https://www.facebook.com/MEA-Libera-Tutti-151997314963984/,,,,
Mehl?s Gluten-Free Bakery,Bakery,"1404 33rd St. S. Suite H.
",http://www.mehlsbakery.com/,1 701-205-4174,https://www.facebook.com/MehlsFlour,mark.mehl@mehlsflour.com,,,
Melinda's Gluten Free Bakery,Bakery,"1420 41st Ave., Ste B
",http://www.melindasbakery.com,1 831-687-9098,https://www.facebook.com/Melindasglutenfree/,melindasgf@gmail.com,,,
Messi? Sin Gluten,Cafe/Restaurant,"Siracusa, 15",http://www.messiepizza.es/messie-sin-gluten/,34 931 19 56 05,https://www.facebook.com/messiesingluten,,,,
Mitchel's Paleo Food Truck,Food Truck,Check website for schedule,http://paleofoodtruck.be,32 495 41 89 01,https://www.facebook.com/mitchelspaleofoodtruck/,mitchel@paleofoodtruck.be,,,
Mixin' It Up,Bakery,106 2nd Ave N,http://mixinitup.org/index.html,1 320-259-7105,https://www.facebook.com/mixinitupglutenfreebakery/,"info@mixinitup.org
",,,
Mmm Coffee,Cafe,910 Santa Fe Dr. Studio 6,http://www.mmm-coffee.com/,1 720-881-1750,https://www.facebook.com/mmmPALEO,paleo@mmm-coffee.com,,,
Mo'pweeze Bakery,Bakery,32 Broadway,https://www.mopweezebakery.com/Default.asp,1 973-664-7833,https://www.facebook.com/mopweeze/,,,,
Molly's Gluten Free Bakery,Bakery,N47 W28270 Lynndale Rd. (Hwy JK),http://mollysglutenfreebakery.com,1 262-369-1404,https://www.facebook.com/mollysgf/,info@mollysglutenfreebakery.com,,,
Mommi,Restaurant,44 - 48 Clapham High Street,https://www.wearemommi.com/,44 20 3814 1818,https://www.facebook.com/wearemommi/,marketing@wearemommi.com,,,
Morgana's Gluten Free Bakery,Bakery,9711 E. 63rd Street,http://www.morganaskc.com/,1 816-313-5113,https://www.facebook.com/morganasglutenfreebakery/,morgana@morganaskc.com,,,
My Petite Factory,Cafe/Restaurant,17 rue neuve,https://mypetitefactory.com/,33 4 78 80 54 56,https://www.facebook.com/mypetitefactory,,,,
Nana Gluten Free,Cafe,Espa?a 984 ,,54 341 605-3821,https://www.facebook.com/nanaglutenfree,,,,
Napoleoni Gluten Free,Bakery,"Via Appia Nuova, 592",http://www.napoleoniglutenfree.it/index.php/it/,39 06 780 4727,https://www.facebook.com/napoleoniglutenfree/,,,,
Nature's Grocer,Bakery/Cafe,81 East St,http://naturesgrocervernon.com/,1 860-870-0020,https://www.facebook.com/NaturesGrocer/,info@naturesgrocers.com,,,
New Beginnings Gluten Free Bakery,Bakery,10 W. Spring St,https://www.newbeginningsbakery.com/,1 641-229-9734,https://www.facebook.com/NewBeginningsGlutenFreeBakery/,newbeginningsbakery@outlook.com,,,
New Cascadia Traditional Bakery,Bakery,"1700 SE 6th Ave
",http://www.newcascadiatraditional.com,1 503-546-4901,https://www.facebook.com/NewCascadiaTraditional,,,,
New Dawn Bakery,Bakery,"1102 Lincoln Way
",http://newdawnbakery.com,1 530-563-6039,https://www.facebook.com/newdawnbakery/,,,,
New Day Gluten Free,Cafe,7807 Clayton Rd.,https://www.newdayglutenfree.com/,1 314-833-5180,https://www.facebook.com/newdayglutenfree/,"
lillie@newdayglutenfree.com",,,
New Freedom Gluten Free Bakery,Bakery,26 Short St,http://www.newfreedombakery.com.au/,61 3 5441 624,https://www.facebook.com/NewFreedomBakery,,,,
New Generation Bakery,Bakery,219 South Union St,http://www.newgenerationbakery.com/,1 320-67906855,https://www.facebook.com/New-Generation-Bakery-137584566665924/,info@rushcitybakery.com,,,
New Grains Gluten Free,Bakery,1281 West 200 North,https://www.newgrains.com/,1 877-977-6443,https://www.facebook.com/NewGrains/,,,,
Niche,Restaurant,197-199 Rosebery Avenue,https://www.nichefoodanddrink.com/,44 20 7837 5048,https://www.facebook.com/nichefoodanddrink/,,,,
Niche,Bakery/Cafe,808 12th Ave,https://www.nicheseattle.com,1 206-999-2801,https://www.facebook.com/NICHEGF,nicheseattle@gmail.com,,,
No Gluten Inc.,Bakery,1355 Rock Mountain Blvd,https://www.nogluteninc.com,1 678-406-0003,,,,,
No More Belly Aching,Bakery,10049 E Grand River Ave,http://www.nomorebellyaching.com/,1 810-225-9773,https://www.facebook.com/NMBAbakery/,customerservice@nomorebellyaching.com,,,
Noglla,Bakery/Cafe,Heinrich-Zille Straˇe 43,https://www.noglla.de/,49 176 97580172,https://www.facebook.com/noglla.de/,,,,
Noglu,Bakery,"1266 Madison Avenue
",http://www.noglu.fr/en/new-york/bakery/,1 646-895-9798,https://www.facebook.com/nogluny/,nogluny@gmail.com,,,
Noglu,Cafe,"16, passage des Panoramas
",http://www.noglu.fr/,33 1 40 26 41 24,https://www.facebook.com/Noglu/,,,,
NoGlu Sorrento,Bakery,Corso Italia 81/A ,http://www.noglusorrento.it/,39 081 1951 9583,https://www.facebook.com/noglusorrento/,,,,
Nuflours,Bakery,"518 15th Ave E
",https://www.nuflours.com,1 206-395-4623,https://www.facebook.com/Nuflours,customerservice@nuflours.com,,,
Nutie,Bakery,13 Beattie Street,http://www.nutie.com.au/,,https://www.facebook.com/wearenutie/,hello@nutie.com.au,,,
Nutrition Republic,Cafe,1/100 King William Road ,http://www.nutritionrepublic.com.au/,61 08 8377 7551,https://www.facebook.com/nutritionrepublic,,,,
Nutrition Republic,Cafe,"Plant 4, 1 Third Street
",http://www.nutritionrepublic.com.au/,61 08 82487062,https://www.facebook.com/nutritionrepublic,,,,
Oceans & Earth,Restaurant,20305 Yorba Linda Blvd,https://www.oceansandearthrestaurant.com/,1 714-970-7027,https://www.facebook.com/oceansandearth,Eat@OceansAndEarthRestaurant.com,,,
Offbeet,Cafe/Restaurant,"Chesapeake Mill, Bridge Street",http://www.offbeetfood.com/,44 01329 833731,https://www.facebook.com/cafemeon,,,,
Officina 37,Restaurant,"Via Savona 93
",,39 02 4895 1430,https://www.facebook.com/ristoranteofficina37,,,,
Okashi Sanda,"Cafe
","Calle San Vicente ferrer 22
",https://www.okashisanda.com/,34 913 65 44 02,https://www.facebook.com/155184794522874,,,,
Olive & Chili,Cafe,51 Rue York,http://olivechili.com,1 613-789-7172,,,,,
Olivia's Oven,Bakery,Call to place an order,http://www.oliviasoven.com/,1 913-208-4475,,,,,
OM Sweet Home,Bakery,708 Anderson Ave.,https://om-sweethome.com/,1 201-943-2253,,,,,
One Dish Cuisine,Bakery/Cafe,8001 Hillsborough Rd,http://www.onedishcuisine.com,1 443-759-6344,https://www.facebook.com/onedishcuisine,,,,
The Butcher's Wife,Restaurant,"19 Yong Siak Street
",http://www.thebutcherswifesg.com/,65 6221 9307,,,,,
Origin Bakery,Bakery,713A Goldstream Ave,http://www.originbakery.com/,1 250-590-8948,https://www.facebook.com/originbakery/,marion@originbakery.com,,,
Origin Bakery,Bakery,1525 Pandora Ave,http://www.originbakery.com/,1 250-590-4149,https://www.facebook.com/originbakery/,marion@originbakery.com,,,
Ouma?s Cottage & Gluten Free Bakery,Bakery,"Pre-order by phone or website
",http://www.oumascottage.com/,1 231-777-3732,https://www.facebook.com/OumasCottage/,oumascottage@gmail.com,,,
Outside the Breadbox,Bakery,2027 West Colorado Ave,http://www.outsidethebreadbox.com/,1 719-633-3434,,Sales@OutsideTheBreadbox.com,,,
P.S. & Co,Cafe,"1706 Locust Street
",https://puresweets.com/,1 215-985 1706,,info@puresweets.com,,,
Palaeo ? Primal Gastronomi,Cafe/Restaurant,"Pilestr?de 32, 1112 K?benhavn K",http://www.palaeo.dk/en/,45 31 49 31 24,,,,,
Paleo Robbie ,Catering/Meal Delivery,website for details,https://paleorobbie.com,66 083-002-3607,https://www.facebook.com/PaleoRobbie/,,,,
Paleoulicious,Cafe/Restaurant,"12, Jalan 7/36, Taman Sri Bintang,
Kepong 52100 Kepong, Wilayah Persekutuan",http://paleolicious.com.my/,60 12-688 9990,https://www.facebook.com/paleolicious.com.my/,,,,
Pana Chocolate,Cafe/Restaurant,491 Church Street,http://www.panachocolate.com,61 13 0071 7488,https://www.facebook.com/panachocolate/,,,,
Pandali,Bakery,"via di Torre Argentina, 3
",http://www.pandali.it/,39 06 6813 6731,https://www.facebook.com/Pandal%C3%AC-1512833819003511/,,,,
Panne Rizo Gluten Free,Bakery,"1939 Cornwall Ave
",http://www.pannerizo.com/,1 604-736-0885,https://www.facebook.com/pannerizobakery/,,,,
Pantry 15,Cafe,15/62 Grafton St ,,61 7 4041 3885,https://www.facebook.com/pantry15cairns/,,,,
Pasteler?a SinTrazas,Bakery,"sells at farmers market
",,506 8832 0063,https://www.facebook.com/pasteleriasintrazas/,,,,
Pasticceria Navotti,Bakery,"Via Giovanni Paisiello 7 (fronte 10)
",http://www.pasticcerianavottisenzaglutine.com/,39 02 2940 1244,https://www.facebook.com/pasticceria.navotti.senzaglutine/,,,,
Senza Glutine Pastepartout,Bakery,"via Cavalieri di Vittorio Veneto 28
",http://www.pastepartout.com/,39 333 979 5996,https://www.facebook.com/pastepartout.senzaglutine,"
info@pastepartout.com",,,
Pasticceria Rosa,Bakery,"Via Giulia 25
",http://www.pasticceriarosa.info,39 040 573079,https://www.facebook.com/Pasticceria-Rosa-127095110808149,,,,
Pasticelia,Bakery,"Carrer de Par?s, numero 165
",http://www.pasticelia.com/en/,34 931 59 79 59,https://www.facebook.com/pasticelia,,,,
P?tisserie Petit Lapin,Bakery,342A Victoria Ave.,http://patisseriepetitlapin.com/en/,1 514-507-4077,https://www.facebook.com/PetitLapinMtl/,,,,
Peace Pies,Cafe,4230 Voltaire Street,http://www.peacepies.com/,1 619-223-2880,,peacepies.contact@gmail.com,,,
Peace Pies,Cafe,133 Daphne Street,http://www.peacepies.com/,1 760-479-0996,,peacepies.contact@gmail.com,,,
Pearl & Groove Bakery,Bakery,"341 Portobello Road
",http://www.pearlandgroove.com/,44 0203 6013 316,,cakes@pearlandgroove.com,,,
Petunia's Pies & Pastries,Bakery,610 SW 12th Ave ,http://petuniaspiesandpastries.com,1 503-841-5961,https://www.facebook.com/PetuniasPiesandPastries,,,,
Pica Pica,Cafe/Restaurant,"401 Valencia Street
",http://picapica.com/,1 415-400-5453,https://www.facebook.com/PicaPicaLOVE,info@picapica.com,,,
