name,category,Website,phone_no,fb_address,contact_email,lat,lng,map_id,street,city
Celest Cafe,Cafe,https://celestcafemagic.wixsite.com/home,1 206-370-0036,https://www.facebook.com/CelestCafe/,,47.7125093,-122.344383,https://g.page/CelestCafeSeattle?share,"11 E Adams St.
(SE corner of Central & Adams)
","Phoenix, AZ 85034"
Newton's No Gluten,Bakery,http://www.newtonsnogluten.com,1 519-837-3337,https://www.facebook.com/newtonsnogluten/,,43.5481545,-80.2984969,https://goo.gl/maps/ZvTVqtn91X8RafKw6,"1670 NE Killingsworth Street
","Portland, OR 97211
"
The Polly Fox,Bakery/Cafe,http://www.thepollyfox.com,1 604-744-1881,https://www.facebook.com/thepollyfox/,hello@thepollyfox.com,49.048806,-122.289546,https://goo.gl/maps/phZsFjNh8HW2ig2f8,10747 Ford Avenue,"Richmond Hill, GA 31324"
Circle Kitchen,Cafe,https://www.circlekitchenwpg.com,,https://www.facebook.com/circlekitchenwpg/,hello@circlekitchenwpg.com,49.8714078,-97.1520564,https://goo.gl/maps/nmSq6sJXudL9EwTp9,"521 E. Holland, Suite 20","Spokane, WA 99218"
Happy Goat Bakery,Bakery,https://www.happygoat.biz,1 740-621-4628,https://www.facebook.com/happygoatgf/,,39.720354,-82.605592,https://g.page/happygoatgf?share,440 W. Warner Rd.,"
Tempe, AZ 85284
"
Bradley Gluten-Free Bake Shop,Bakery,https://thebradleybakeshop.com,1 201-343-0444,https://www.facebook.com/bradleybakeshop/,,40.8712003,-74.0328866,https://g.page/bradleybakeshop?share,"1855 W. Highway 89A
","Sedona, AZ 86336
"
TnD Bakery,Bakery,http://tndglutenfreebakery.com,,https://www.facebook.com/T-n-D-Bakery-1263150630378704/,,26.9373458,-82.0483268,https://goo.gl/maps/6igJZi4GvUP1pbL97,"7325 Frank Lloyd Wright
","Scottsdale, AZ 85260
"
TnD Bakery,Bakery,http://tndglutenfreebakery.com,1 941-585-9443,https://www.facebook.com/T-n-D-Bakery-1263150630378704/,TnDBAKERY@yahoo.com,26.937334,-82.0481887,https://goo.gl/maps/z1Y8Xg7CAMqSFZJaA,"4669 E. Cactus Rd.
","Phoenix, AZ 85032
"
Wildflour - Gluten Free Cupcakes,Online,http://www.wildflourgfree.com/,1 978-771-5244 ,https://www.facebook.com/wildflourgfree/,wildflourgfree@gmail.com,47.6285256,-122.1589704,https://goo.gl/maps/v7o58xn7i5fqA5269,"8280 W. Union Hills Dr.
","Glendale, AZ 85308
"
Tamaliza,Restaurant,http://www.sedonatamaliza.com/,1 928-202-9056,https://www.facebook.com/sedonatamaliza/,claudi_tqm@icloud.com,34.8622665,-111.7814162,https://goo.gl/maps/ckkuAqd3yKKRzsEL6,"298 Blair Blvd
","Eugene, Oregon 97402
"
De Glutenvrije Winkel,Bakery,https://www.glutenvrijewinkelamsterdam.nl/,31 20 210 0251,https://www.facebook.com/GlutenvrijewinkelAmsterdam,,52.3556454,4.9253327,https://goo.gl/maps/Ekkk2nkFweu9vNsS9,"1907 Shady Brook St.
","Columbia, TN 38401
"
New EraNew Era: Fine Fermentations,Restaurant,https://neffbrewing.com/,1 918-367-0640,https://www.facebook.com/NewEraFineFermentations/,,36.1548985,-95.984497,https://goo.gl/maps/m7HMtYy7zYq58r579,167 Church St,"Whitinsville, MA 01588"
Valley Girl Sweets,Bakery,https://www.valleygirlsweets.com/,1 814-364-1685,https://www.facebook.com/valleygirlsweetsco/,info@valleygirlsweets.com,40.8395598,-77.6780841,https://goo.gl/maps/hvgFLXFS5iRs5B6VA,427 Fifth Avenue,"Indialantic, Florida 32903"
Pu’uwai Aloha Bakery,Bakery,,1 808-631-1717,https://www.facebook.com/puuwaialohabakeryofficial/,,21.3150249,-157.8521854,https://goo.gl/maps/9Ynsf6JUsp9ztknJ7,"2281, rue Ontatio Est","Montreal, H2K 1V9"
Deliciously Alicia's,Bakery,,1 201-957-5938,https://www.facebook.com/DeliciouslyAlicia/,kristen@valleygirlsweets.com,40.994762,-74.0074812,https://goo.gl/maps/cFiorUSWrR4GMYTe7,5313 Ballard Ave NW,"
Seattle, WA 98107
"
Kind Crumbs,Bakery,http://www.kindcrumbs.com,1 616-881-6388,,,43.016254,-85.7890893,https://goo.gl/maps/vzK1tJjBnKwVn8Xz6,"113 N. Main St.
","Weaverville, NC, 28787"
No Label at the Table,Bakery,https://nolabelatthetable.com/,,,,39.9781479,-86.1311092,https://goo.gl/maps/zrchLvsqGMwRDYfy6,"3511 Courthouse Road
","Richmond, VA 23236"
Los Loros,Cafe/Restaurant,http://www.losloros.gr/index.php,30 21 0324 3232,https://www.facebook.com/pg/loslorosathens,,"37.974344,",23.7310903,https://goo.gl/maps/18yK2EH29pawiYjW7,"521 E Main St
","Richmond VA 23219
"
Sano Pecado,Bakery/Cafe,,507 388-6575,https://www.facebook.com/SanoPecado/,,8.9953139,-79.5134787,https://goo.gl/maps/fNWc19tqM7fq6v3K6,order online,"Bali, Indonesia"
Ro's Pantry,Bakery/Cafe,,507 209-4005,https://www.facebook.com/Rospantry/,,8.9878801,-79.5202748,https://goo.gl/maps/kV6QAPP1L5F8Hamz6,112 20th St W,"Saskatoon, SK S7M 0W6"
AVOCAT Organic Deli,Bakery/Cafe,https://avocat-organic-deli.negocio.site/,507 388-2138,,,8.995137,-79.5111337,https://g.page/AvocatOrganicDeli?share,51111 Washington,"New Baltimore, MI 48047"
Karaköy Güllüoglu,Bakery,https://www.karakoygulluoglu.com/,90 212 293 09 10,,info@karakoygulluoglu.com,41.0229083,28.9752611,https://goo.gl/maps/uHDqGbJxS4Nb9UPh6,38 York Street,"Sackville, NB, Canada E4L 4R4"
Glutensiz ADA,Restaurant,https://shop.glutensizada.com,90 216 441 34 22,,,40.9269985,29.1211061,https://goo.gl/maps/cooKDpQX7aDFR91r6,"11247 US Hwy 31
","Spanish Fort, AL 36527
"
Shimmy Shack,Cafe,https://shimmyshack.com/,1 734-228-5990,,,42.3593734,-83.4825372,https://goo.gl/maps/ptVcUgVfJfn5VD776,Find online and in MA,"Mashpee, MA"
Grainmaker,Cafe,https://www.eatgrainmaker.com,1 617-482-0131,,info@eatgrainmaker.com,42.3538867,-71.0606532,https://g.page/eatgrainmaker?share,"2345 Ashland St, Ste 201
","Ashland, OR 97520
"
The Cold Pressed Juicery,Cafe,https://www.thecoldpressedjuicery.com/,31 (0)20 370 11 84,,info@thecoldpressedjuicery.com,52.375054,4.8742524,https://goo.gl/maps/AZLDhpNeSnK1zbbP7,"928 S State Street
","Lockport, IL 60441
"
The Cold Pressed Juicery,Cafe,https://www.thecoldpressedjuicery.com/,31 (0)20 215 94 99,,info@thecoldpressedjuicery.com,52.3580197,4.8688914,https://goo.gl/maps/J53XzDq8m1ioYdjc9,"1105 Hewitt Avenue
","Everett, WA 98201
"
The Cold Pressed Juicery,Cafe,https://www.thecoldpressedjuicery.com/,31 (0)20 370 11 83,,info@thecoldpressedjuicery.com,"52.3722144,",4.8786312,https://goo.gl/maps/YnAiarWhxNv7m8AaA,"1100 North 115th Street
","Seattle, WA 98133
"
The Cold Pressed Juicery,Cafe,https://www.thecoldpressedjuicery.com/,31 (0)20 753 09 19,,info@thecoldpressedjuicery.com,52.358021,4.8688914,https://goo.gl/maps/3ghKyg6Up3souPB9A,340 Woodlawn Rd W,"Guelph, Ontario, Canada N1H 7K6"
Odell's Gluten Free Bakery & Cafe,Bakery/Cafe,,1 902-405-6465,https://odellscafe.com,,44.672159,-63.6672837,https://goo.gl/maps/MAv3bzGdyCWo7vPy8,"33780 Essendene Ave Unit 130
","Abbotsford, British Columbia Canada V2S 2H2"
Det Glutenfri Bageatelier,Cafe/Restaurant,https://detglutenfribageatelier.dk/,45 60550003,,,55.977315,12.4048983,https://goo.gl/maps/k5WBq6EejHupw9Cw6,1 - 709 Corydon Avenue,"Winnipeg, MB, Canada R3M 0W4"
Lilóri,Bakery,http://www.lilori.com.br/,55 1130688061,,,-23.5650476,-46.6637961,https://goo.gl/maps/m98AjSdfuR6JExZD6,608 Forest Rose Ave,"Lancaster, OH 43130"
Nambu Cozinha de Raiz,Restaurant,http://namburestaurante.com/,55 1138041577,https://www.facebook.com/namburestaurante/,,-23.5457006,-46.6604397,https://goo.gl/maps/Wndnbxeq2LDHAMXd7,55B River Road,"Bogota, NJ 07603"
Joylato,Ice Cream/Gelato,http://www.joylato.is/,35 45551327,https://www.facebook.com/joylato.is/,info@joylato.is,64.1446173,-21.9299373,https://goo.gl/maps/ptTBytYd7imFYtqH7,Downtown Punta Gorda Farmers Market - Taylor St & Olympia Ave.,"Punta Gorda, FL"
Wheat Free For You,Online,,60 13-879 2833,https://www.facebook.com/wheatfreeforyou/,,3.2009013,101.6527689,https://goo.gl/maps/LDg7oRDE5DgTNYsf8,122 Nesbit St Unit 114 ,"Punta Gorda, FL 33950"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-newyork.html,1 212-974-3444,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,40.7672136,-73.981263,https://goo.gl/maps/drwBxeunKDzLhm4K9,"order online
","Holden, MA"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-newyork.html,1 212-206-1738,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,40.730464,-74.0024412,https://goo.gl/maps/ffALhyQa5nQSbLeZA,"1155 W State Rt. 89A
","Sedona, AZ 86336
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-malibu.html,1 310-456-9797,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,34.0353117,-118.6841587,https://goo.gl/maps/1PpHV98EzYM8sbcx6,"Pretoriusstraat 37
","Amsterdam, Netherlands 1092 EZ
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-losangeles%20.html,213-349-0999,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,34.0587167,-118.4181824,https://goo.gl/maps/y62sAS8TAK4azksq7,"321 S Frankfort Ave.
","Tulsa, OK 74120
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-hollywood.html,1 323-873-2990,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,34.101888,-118.340115,https://goo.gl/maps/xxwpc7K5sXLjL5TXA,"409 S Pennsylvania Ave
","Centre Hall, PA 16828
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-dubai%20.html,971 564080079,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,25.2029545,55.2513036,https://goo.gl/maps/HmUmrDu2vZgDvQLn6,1670 Lusitana Street,"Honolulu, HI 96813"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-dubai%20.html,971 43445574,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,25.202006,55.2507894,https://goo.gl/maps/kokZFmiK3tTJe5os7,669 Westwood Avenue,"River Vale, NJ 07675"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-lisbona.html,351 939 990 567,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,38.7108895,-9.1405598,https://goo.gl/maps/2UdJtC6y4x6JwyyJ8,"find all throughout Grand Rapids area
","Grand Rapids, MI"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-verona.html,39 045 592794,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.4399556,10.9941556,https://goo.gl/maps/kR2LvxBDYSSD6aRd9,"111 W Main St, Suite 145","Carmel, IN 46033"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-vercelli.html,39 016-1212619,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.3233515,8.4182474,https://goo.gl/maps/MZcgXaHH5t7xvZZG7,14 Xenofontos & Nikis,"Athens, Greece 10554"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-venezia.html,41 2602349,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.4413096,12.3341221,https://goo.gl/maps/E9jnQf2poodKBArD6,"San Francisco, Calle 68, Casa rosada una
cuadra antes de llegar a Vía Porras","Panama City, Panama"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-venezia.html,39 041 920648,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.4595574,12.2127337,https://goo.gl/maps/b8wWv68gDggkX4Bk9,"Ave. Samuel Lewis, Plaza Downtown
 Obarrio (Calle 59)","
Panama City, Panama
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-udine.html,39 0432 500877,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,46.0622986,13.2337266,https://goo.gl/maps/jrSrTAzXND9MURha7,71 East Street,"San Francisco, Panama
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-torino.html,39 011 5579095,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.0697508,7.6855078,https://goo.gl/maps/bxKKzUxUTCs9RoDB6,R?ht?m Cad. No:3 - 4 Karaköy,"Istanbul, Turkey 34425"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-torino.html,39 011 5119067,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.0639389,7.6788156,https://goo.gl/maps/fiLaAqccxrgTsXDF9,Sahil Yolu Yaylada 195/6 Maltepe,"Istanbul, Turkey"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-treviso.html,39 0422 56669,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.6650543,12.249439,https://goo.gl/maps/ZnmCQYHQojwCca5K9,1440 Sheldon Road,"Plymouth, MI 48170"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-trento.html,39 0461 260351,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,46.0672947,11.1209449,https://goo.gl/maps/Lwsrrhdq9w8UGAtH8,91 Summer St.,"Boston, MA 02110"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-siena.html,39 0577-289303,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.3193681,11.3312775,https://goo.gl/maps/fvEff96a4eejeLNm7,Vollenhovenschans 94,"Almere-Stad, Flevoland, Netherlands 1324HW"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-sanremo.html,39 0184591806,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.8188321,7.7786308,https://goo.gl/maps/jEtoQexdT1UvzQMp7,"Prinsengracht 154
1016 HA
","Amsterdam, Netherlands
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-roma.html,"
39 06 68807297",http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,41.9002177,12.473238,https://goo.gl/maps/EmS7oXkVBPoTMAF27,"Nieuwe Passeerdersstraat 12
1016 HP","Amsterdam, Netherlands"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-roma.html,39 06 68210447,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,41.9010663,12.4764589,https://goo.gl/maps/Sfi4J83w8X22KnnDA,"Herengracht 245
1016 BH
","Amsterdam, Netherlands"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-novara.html,39 0321-6230303,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.4467501,8.6205514,https://goo.gl/maps/rtQT12GCPbs8Q9QF8,"Willemsparkweg 8III
1071 HD","Amsterdam, Netherlands"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-perugia.html,39 0755731323,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.1107098,12.389395,https://goo.gl/maps/cywQVXgq1fve7jgU9,"30 Farnham Gate Rd, Halifax","Nova Scotia, Canada B3M 4R8"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-parma.html,39 0521-239318,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,44.8007236,10.3279628,https://goo.gl/maps/BZHsaBdZrpvaN7269,"1598 S County Trl
","East Greenwich, RI 02818
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-padova.html,9 049 8754373,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.4079384,11.8732666,https://goo.gl/maps/BcYhN9YXC6HbgWBy7,"Stationsvej 2, 3480","Fredensborg, Denmark"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-milano.html,39 02 80581041,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.4663175,9.189046,https://goo.gl/maps/HkGdaL1uZsQr26A5A,"Rua Peixoto Gomide, 1486 - Jardins","São Paulo - SP, 01409-002, Brazil"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-milano.html,39 02 4351 1942,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.4672824,9.1648495,https://goo.gl/maps/pQfWdxx5SL14DGkx6,"R. Alagoas, 651 - Higienópolis
","São Paulo - SP, 01242-001, Brazil"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-lecco.html,39 0341 286031,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.8550582,9.389462,https://goo.gl/maps/zYLWMq6Pv8c5cLQo8,"Njálsgata 1, 101
","Reykjavík, Iceland"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-firenze.html,39 0558974670,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.8461804,11.1426858,https://goo.gl/maps/gmwGQKYe9XWwiuAh8,"contact online
","Kuala Lumpur, Malaysia"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-firenze.html,39 055216158,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.7722502,11.2558365,https://goo.gl/maps/L4cwc79pWnogB7Gu6,"contact on website or call
","Jerusaelm, Israel"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-ferrara.html,39 0532-241917,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,44.8348063,11.6207872,https://goo.gl/maps/a1ZTqZKxTMfmjG7M7,"1796 Broadway
","New York, NY 10019"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-cuneo.html,39 0171693109,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,44.3905364,7.5481125,https://goo.gl/maps/M92KVRZtKxf3DR4BA,233 Bleecker Street,"New York, NY 10014"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-como.html,39 031271840,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.8102013,9.0829397,https://goo.gl/maps/GCXgNaTorDNoiUFAA,"3888 Cross Creek Rd.
","Malibu, CA 90265
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-brescia.html,39 0307827881,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.5329408,10.164434,https://goo.gl/maps/fBcuaGLxL9NcsSei8,"10250 Santa Monica Blvd.
","Los Angeles, CA 90067"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-bologna.html,39 051273437,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,44.4928651,11.3420434,https://goo.gl/maps/SRsXo3veqxaNa8L66,"6801 Hollywood Blvd.
","Los Angeles, CA 90028
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-bergamo.html,39 035219730,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.6929943,9.671814,https://goo.gl/maps/Yu8Mi38u3G2YDL5n7,"Financial Centre Road Downtown
","Dubai, UAE"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-asti.html,39 0141592923,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,44.8990091,8.2047414,https://goo.gl/maps/VrXBT6B2HuCoqs4VA,"Al Wasl Road, Boxpark
","Dubai, UAE"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-aosta.html,39 016541055,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,45.736471,7.317194,https://goo.gl/maps/ZatAn9Z3k46tdEpM8,"Rua Garrett 42, Chiado
","Lisbon, Portugal
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-alessandria.html,39 0131253282,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,44.914035,8.6137647,https://goo.gl/maps/PGeo4GPWYiAFZqrd8,"Via Mazzini, 75 37121
","Verona, Italy
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-jakarta.html,62 2129889091,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,-6.2242564,106.8232633,https://goo.gl/maps/WJUqVUZyhLbLqYUP7,C.so Libertà 4,"Vercelli, Italy"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-jakarta.html,62 2157973834,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,-6.2247259,106.8098833,https://goo.gl/maps/pwDJDNTEZ8gVVUa49,"Cannaregio, 3844 Strada Nuova (Cà d'Oro) 30121","Venice, Italy"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-paris.html,44 0140469260,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,48.8533728,2.3371026,https://goo.gl/maps/LjhMyr4bZtDbTnAv9,"Via Pietro Arduino, 20 30175 Marghera
","Venice, Italy"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-paris.html,44 0142033580,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,48.8469842,2.341389,https://goo.gl/maps/kdvhzTtynJDvpqwV7,"Via Rialto 12/c angolo via Cancian
 33100","Udine, Italy"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-nizza.html,33 0497083118,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.697805,7.268041,https://goo.gl/maps/r3ggCSq5j4ELfGRZA,"Via Accademia delle Scienze, 4 – 10123
","Turin, Italy
"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-nizza.html,33 0493563667,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.658843,7.1952183,https://goo.gl/maps/DCP6nN7yKx7oDTB38,"Piazza Paleocapa, 1/D – 10121
","Turin, Italy"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-shanghai.html,86 8602152980278,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,31.231089,121.4596222,https://goo.gl/maps/M9UR5YJrnkcXdL3q6,"Piazza del Quartiere Latino, 16 31100
","Treviso, Italy"
Grom,Ice Cream/Gelato,https://www.grom.it/en/gelateria-Marseilles.html,33 491756749,http://www.facebook.com/pages/GROM/20907403110,http://www.grom.it/fr/contacts.php,43.270847,5.3922433,https://goo.gl/maps/A8DmeTQakKLfWZoVA,"Piazza Duomo, 27 38100
","Trento, Italy"
Glutenfreie Welt Husi?,Bakery,http://www.glutenfreie-welt.ch/,41 79 337 69 96,https://www.facebook.com/pages/category/Personal-Blog/Glutenfreie-Welt-Husi%C4%87-1917406591846126/,info@glutenfreie-welt.ch,47.466484,7.598634,https://goo.gl/maps/mjCcDTRuCG2Ak2mq9,"Via Banchi di Sopra 11/13
","Siena, Italy"
Wellzones Gluten Free Artisan Bakery,Bakery,www.wellzones.com.au,61 3 9889 0736,http://www.facebook.com/wellzonesgf,,-37.8438796!,145.0546349,https://goo.gl/maps/NAhdqDDcLkcKYXYF6,"Corso Garibaldi, 2 angolo P.zza
 Cristoforo Colombo
","Sanremo, Italy"
Treat No Wheat,Bakery,,61 419 808 566,https://www.facebook.com/pages/Treat-No-Wheat/871948852930497,,-37.9705652,145.066638,https://goo.gl/maps/yKL1efeTHSqDxReXA,"P.za Navona 1, angolo via Agonale 3-3A
","Rome, Italy"
Nodo Donuts,Bakery,https://nododonuts.com/,61 (07) 3184 4200,https://www.facebook.com/nododonuts/,HELLO@NODO.COM.AU,-27.454245,153.040653,https://goo.gl/maps/eDgz8d3Fjkaux8997,"Via della maddalena, 30A
","Rome, Italy
"
Nodo Donuts CBD,Bakery,https://nododonuts.com/,61 (07) 3184 4200,https://www.facebook.com/nododonuts/,HELLO@NODO.COM.AU,-27.4677273,153.0289548,https://goo.gl/maps/7AhvznznfXKmqKWz9,"C.so Italia 13
","Novara, Italy"
Yum AZ,Food Truck,,61 467 270 123,https://www.facebook.com/YumAzVic/,,N/A,N/A,N/A,"Via Mazzini, 31
","Perugia, Italy
"
Covent Garden - Gin Bar & Restaurant,Restaurant,https://www.coventgarden.com.au,61 07 3844 0142,https://www.facebook.com/CoventGardenWE/,info@coventgarden.com.au,-27.4805546,153.0122412,https://goo.gl/maps/34PDFz1CDGrQLWSP9,"Strada Luigi Carlo Farini 8/A
","Parma, Italy"
Modern Bread and Bagel,Bakery,https://www.modernbreadandbagel.com/,1 646-775-2985,https://www.facebook.com/modernbreadandbagel/,,40.7844796,-73.9740551,https://goo.gl/maps/qRFsUgNQ2gRfgV976,"Piazza dei Signori, 33 35139","Padua, Italy"
Sante Cafe Maru,Restaurant,https://savorjapan.com/0006109036/,81 92-846-2261,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fhitosara.com%2Finfo%2Fcontact%2F,,33.5804016,130.3573352,https://goo.gl/maps/gxnotH4RDizGhDfq5,"Via S. Margherita (a 100mt dal Teatro
alla Scala) - 20121
","Milan, Italy
"
Santina,Restaurant,https://www.santinanyc.com/,1 212-254-3000,https://www.facebook.com/santinanyc/,,40.7396079,-74.008443,https://goo.gl/maps/gJzDis4NgRXz7yyH7,"Via A. da Giussano, 1 - 20145
","Milan, Italy"
Cheska's,Restaurant,https://www.cheskasny.com/,1 347-806-1295,http://facebook.com/cheskasny,hello@cheskasny.com,40.726679,-73.9920706,https://goo.gl/maps/Lsw8UGHmbcnDFji18,"Piazza XX Settembre 
Lungolario Isonzo 23 -23900
","Lecco, Italy"
La Esquina - SoHo,Restaurant,https://esquinanyc.com/,1 646-613-7100 ,https://www.facebook.com/La-Esquina-120665684613663/,info@esquinanyc.com,40.721368,-73.9975291,https://goo.gl/maps/xWHp6UNXkCKijdDW9,"Centro commerciale I Gigli
via San Quirico, 164
","Florence, Italy
"
La Esquina - UES,Restaurant,https://esquinanyc.com/,1 646-861-3356,https://www.facebook.com/La-Esquina-120665684613663/,info@esquinanyc.com,40.7693264,-73.9577738,https://goo.gl/maps/mwUrSPwPkBn3ndFaA,Via del campanile 2,"Florence, Italy"
La Esquina - Midtown,Restaurant,https://esquinanyc.com/,1 646-707-3950,https://www.facebook.com/La-Esquina-120665684613663/,info@esquinanyc.com,40.7642955,-73.9813804,https://goo.gl/maps/Jj18GcDd98k4wk139,P.zza Trento e Trieste 58,"
Ferrara, Italy
"
Mänchi,Cafe,https://manchimeansgood.com/,1 212-564-8418,https://www.facebook.com/Manchimeansgood/?ref=page_internal,info@manchimeansgood.com,40.7518385,-73.991313,https://goo.gl/maps/wsCMBukMPpG9xCzX7,"Piazza Tancredi Duccio
Galimberti 2, 12100","Cuneo, Italy"
Posh Pop Bakeshop,Bakery,https://poshpopbakeshop.com/,1 212-674-7674,https://www.facebook.com/PoshPopBakeshop/,,40.7292238,-74.0015358,https://goo.gl/maps/vnQZLWgZsZdpLSnz6,"Via Bernardino Luini 32
","Como, Italy
"
